Player,Year,PPG,APG,RPG,SPG,BPG,FG%,eFG%,2P%,3P%,FT%
Mel Daniels*,1977,3.5454545454545454,0.5454545454545454,3.090909090909091,0.2727272727272727,1.0,0.371,0.371,0.371,,0.565
Adrian Dantley*,1977,20.31168831168831,1.87012987012987,7.623376623376624,1.1818181818181819,0.19480519480519481,0.52,0.52,0.52,,0.818
Johnny Davis,1977,8.025316455696203,1.8734177215189873,1.5949367088607596,0.5189873417721519,0.13924050632911392,0.441,0.441,0.441,,0.794
Ron Davis,1977,2.857142857142857,0.2857142857142857,1.0,1.0,0.0,0.229,0.229,0.229,,0.308
Randy Denton,1977,5.311111111111111,0.7333333333333333,4.844444444444444,0.3111111111111111,0.35555555555555557,0.402,0.402,0.402,,0.702
Coby Dietrick,1977,8.402439024390244,1.8048780487804879,4.536585365853658,1.0731707317073171,0.6951219512195121,0.46,0.46,0.46,,0.717
Leon Douglas,1977,7.524390243902439,0.8292682926829268,6.414634146341464,0.5365853658536586,0.9878048780487805,0.479,0.479,0.479,,0.555
Mike Dunleavy,1977,4.8125,1.75,1.0625,0.40625,0.0625,0.414,0.414,0.414,,0.756
Jim Eakins,1977,5.975609756097561,1.451219512195122,4.402439024390244,0.35365853658536583,0.5975609756097561,0.449,0.449,0.449,,0.847
Len Elmore,1977,3.0,0.3333333333333333,2.5,0.0,0.6666666666666666,0.412,0.412,0.412,,0.8
Darrell Elston,1977,1.0,0.4,1.2,0.2,0.0,0.143,0.143,0.143,,0.5
Alex English*,1977,5.166666666666667,0.4166666666666667,2.8,0.2833333333333333,0.3,0.477,0.477,0.477,,0.767
Julius Erving*,1977,21.585365853658537,3.731707317073171,8.475609756097562,1.9390243902439024,1.3780487804878048,0.499,0.499,0.499,,0.777
Butch Feher,1977,5.166666666666667,0.75,1.5416666666666667,0.22916666666666666,0.14583333333333334,0.531,0.531,0.531,,0.768
Mike Flynn,1977,8.232876712328768,2.452054794520548,2.5616438356164384,0.7808219178082192,0.0821917808219178,0.436,0.436,0.436,,0.711
Terry Furlow,1977,2.625,0.59375,1.21875,0.21875,0.0625,0.34,0.34,0.34,,0.889
Mike Gale,1977,10.28048780487805,5.7682926829268295,3.3292682926829267,2.3292682926829267,0.6097560975609756,0.468,0.468,0.468,,0.82
Gus Gerard,1977,7.384615384615385,1.4153846153846155,3.3384615384615386,0.676923076923077,0.9538461538461539,0.443,0.443,0.443,,0.667
George Gervin*,1977,23.109756097560975,2.902439024390244,5.536585365853658,1.2804878048780488,1.2682926829268293,0.544,0.544,0.544,,0.833
Artis Gilmore*,1977,18.621951219512194,2.426829268292683,13.048780487804878,0.5365853658536586,2.475609756097561,0.522,0.522,0.522,,0.66
Mike Green,1977,9.81578947368421,1.5789473684210527,6.618421052631579,0.5921052631578947,1.6973684210526316,0.441,0.441,0.441,,0.706
Steve Green,1977,6.428571428571429,0.6571428571428571,2.5285714285714285,0.6571428571428571,0.17142857142857143,0.432,0.432,0.432,,0.743
Paul Griffin,1977,5.246913580246914,2.0617283950617282,6.111111111111111,0.6172839506172839,0.5308641975308642,0.547,0.547,0.547,,0.721
Rudy Hackett,1977,2.3333333333333335,0.5,2.1666666666666665,0.0,0.16666666666666666,0.3,0.3,0.3,,0.571
Phil Hicks,1977,2.5135135135135136,0.6486486486486487,1.7837837837837838,0.21621621621621623,0.0,0.461,0.461,0.461,,0.846
Armond Hill,1977,6.037037037037037,4.9753086419753085,1.7654320987654322,1.0493827160493827,0.07407407407407407,0.399,0.399,0.399,,0.799
Darnell Hillman,1977,10.71951219512195,2.024390243902439,8.451219512195122,1.1585365853658536,1.2926829268292683,0.443,0.443,0.443,,0.66
Mo Howard,1977,4.75,1.3125,1.21875,0.53125,0.25,0.485,0.485,0.485,,0.686
Kim Hughes,1977,3.962962962962963,1.2098765432098766,6.962962962962963,1.5061728395061729,1.4691358024691359,0.427,0.427,0.427,,0.275
Dan Issel*,1977,22.341772151898734,2.240506329113924,8.810126582278482,1.1518987341772151,0.3670886075949367,0.515,0.515,0.515,,0.797
Dennis Johnson*,1977,9.246913580246913,1.5185185185185186,3.728395061728395,1.5185185185185186,0.7037037037037037,0.504,0.504,0.504,,0.624
Bobby Jones,1977,15.097560975609756,3.2195121951219514,8.268292682926829,2.268292682926829,1.975609756097561,0.57,0.57,0.57,,0.717
Caldwell Jones,1977,6.024390243902439,1.1219512195121952,8.121951219512194,0.524390243902439,2.4390243902439024,0.507,0.507,0.507,,0.552
Rich Jones,1977,10.588235294117647,1.3529411764705883,5.705882352941177,1.1176470588235294,0.3235294117647059,0.385,0.385,0.385,,0.76
Robin Jones,1977,5.4603174603174605,1.2698412698412698,4.698412698412699,0.5873015873015873,0.6031746031746031,0.465,0.465,0.465,,0.606
Wil Jones,1977,13.025,2.3625,7.55,1.275,1.0,0.43,0.43,0.43,,0.744
George Karl,1977,2.7241379310344827,1.5862068965517242,0.5862068965517241,0.3448275862068966,0.0,0.342,0.342,0.342,,0.69
Goo Kennedy,1977,2.03125,0.1875,1.59375,0.21875,0.15625,0.534,0.534,0.534,,0.375
Larry Kenon,1977,21.858974358974358,2.9358974358974357,11.26923076923077,2.141025641025641,0.7692307692307693,0.492,0.492,0.492,,0.823
Billy Knight,1977,26.602564102564102,3.3333333333333335,7.461538461538462,1.5,0.24358974358974358,0.493,0.493,0.493,,0.816
Mitch Kupchak,1977,10.390243902439025,0.7560975609756098,6.024390243902439,0.2682926829268293,0.4146341463414634,0.572,0.572,0.572,,0.691
Bo Lamar,1977,7.070422535211268,2.492957746478873,1.295774647887324,0.8309859154929577,0.04225352112676056,0.406,0.406,0.406,,0.676
Ron Lee,1977,10.195121951219512,3.207317073170732,3.6463414634146343,1.9024390243902438,0.4024390243902439,0.441,0.441,0.441,,0.676
Scott Lloyd,1977,5.811594202898551,0.4782608695652174,3.0434782608695654,0.30434782608695654,0.18840579710144928,0.472,0.472,0.472,,0.754
John Lucas,1977,11.109756097560975,5.646341463414634,2.6707317073170733,1.524390243902439,0.23170731707317074,0.477,0.477,0.477,,0.789
Maurice Lucas,1977,20.240506329113924,2.8987341772151898,11.379746835443038,1.0506329113924051,0.7088607594936709,0.466,0.466,0.466,,0.765
Moses Malone*,1977,13.207317073170731,1.0853658536585367,13.073170731707316,0.8170731707317073,2.207317073170732,0.48,0.48,0.48,,0.693
Scott May,1977,14.583333333333334,2.013888888888889,6.069444444444445,1.0833333333333333,0.2361111111111111,0.451,0.451,0.451,,0.828
Andre McCarter,1977,4.576271186440678,1.6779661016949152,0.9322033898305084,0.3898305084745763,0.0,0.463,0.463,0.463,,0.711
Ted McClain,1977,8.180555555555555,4.5,3.1805555555555554,1.4722222222222223,0.18055555555555555,0.445,0.445,0.445,,0.744
Allen Murphy,1977,2.5,0.0,2.0,0.0,0.0,0.2,0.2,0.2,,0.429
Swen Nater,1977,13.027777777777779,1.5,12.01388888888889,0.75,0.7083333333333334,0.528,0.528,0.528,,0.754
Johnny Neumann,1977,6.0476190476190474,2.238095238095238,1.1428571428571428,0.49206349206349204,0.15873015873015872,0.406,0.406,0.406,,0.678
Mark Olberding,1977,10.402439024390244,1.451219512195122,5.475609756097561,0.7195121951219512,0.35365853658536583,0.503,0.503,0.503,,0.794
Tom Owens,1977,4.086956521739131,0.391304347826087,3.0869565217391304,0.08695652173913043,0.2826086956521739,0.504,0.504,0.504,,0.684
Joe Pace,1977,2.1333333333333333,0.13333333333333333,1.1333333333333333,0.06666666666666667,0.5666666666666667,0.436,0.436,0.436,,0.552
Robert Parish*,1977,9.051948051948052,0.961038961038961,7.0519480519480515,0.7142857142857143,1.2207792207792207,0.503,0.503,0.503,,0.708
Sonny Parker,1977,5.8307692307692305,0.9076923076923077,2.6615384615384614,0.8153846153846154,0.4,0.527,0.527,0.527,,0.772
Billy Paultz,1977,15.609756097560975,2.7195121951219514,8.378048780487806,0.6707317073170732,2.1097560975609757,0.473,0.473,0.473,,0.744
Marv Roberts,1977,2.0714285714285716,0.6785714285714286,0.8928571428571429,0.14285714285714285,0.07142857142857142,0.355,0.355,0.355,,0.667
Dave Robisch,1977,11.8875,1.975,6.925,0.6875,0.4625,0.455,0.455,0.455,,0.832
Marshall Rogers,1977,3.8461538461538463,0.38461538461538464,0.4230769230769231,0.3076923076923077,0.11538461538461539,0.371,0.371,0.371,,0.933
Dan Roundfield,1977,13.901639344262295,1.1311475409836065,8.491803278688524,1.0,2.1475409836065573,0.466,0.466,0.466,,0.686
Phil Sellers,1977,4.5,0.5681818181818182,0.9318181818181818,0.5,0.0,0.384,0.384,0.384,,0.722
Lonnie Shelton,1977,11.646341463414634,1.8170731707317074,7.719512195121951,1.524390243902439,1.1951219512195121,0.476,0.476,0.476,,0.707
James Silas,1977,9.5,2.272727272727273,1.4545454545454546,0.5909090909090909,0.13636363636363635,0.43,0.43,0.43,,0.813
Ralph Simpson,1977,11.03896103896104,2.3376623376623376,2.3506493506493507,0.8831168831168831,0.06493506493506493,0.427,0.427,0.427,,0.708
Al Skinner,1977,12.594936708860759,3.6582278481012658,4.594936708860759,1.3037974683544304,0.6708860759493671,0.431,0.431,0.431,,0.791
Willie Smith,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Keith Starr,1977,0.8235294117647058,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.0,0.25,0.25,0.25,,1.0
Earl Tatum,1977,9.382352941176471,1.7352941176470589,3.4705882352941178,1.25,0.3235294117647059,0.466,0.466,0.466,,0.72
Brian Taylor,1977,17.041666666666668,4.444444444444445,3.3055555555555554,2.763888888888889,0.2222222222222222,0.504,0.504,0.504,,0.818
Fatty Taylor,1977,3.810126582278481,3.6455696202531644,2.670886075949367,1.6708860759493671,0.11392405063291139,0.42,0.42,0.42,,0.569
Ira Terrell,1977,8.525641025641026,1.3205128205128205,4.961538461538462,0.5256410256410257,0.6025641025641025,0.508,0.508,0.508,,0.631
Claude Terry,1977,5.066666666666666,1.288888888888889,1.0222222222222221,0.4444444444444444,0.022222222222222223,0.503,0.503,0.503,,0.818
David Thompson*,1977,25.914634146341463,4.109756097560975,4.073170731707317,1.3902439024390243,0.6463414634146342,0.507,0.507,0.507,,0.766
Monte Towe,1977,2.549019607843137,1.7058823529411764,0.6666666666666666,0.3137254901960784,0.0,0.406,0.406,0.406,,0.72
Dave Twardzik,1977,10.337837837837839,3.3378378378378377,2.72972972972973,1.7297297297297298,0.20270270270270271,0.612,0.612,0.612,,0.842
Jan Van,1977,10.23611111111111,1.625,6.388888888888889,1.0277777777777777,0.9444444444444444,0.445,0.445,0.445,,0.855
Andy Walker,1977,4.5,0.8,1.875,0.5,0.175,0.462,0.462,0.462,,0.766
Wally Walker,1977,5.166666666666667,0.7727272727272727,1.6363636363636365,0.21212121212121213,0.030303030303030304,0.449,0.449,0.449,,0.67
Lloyd Walton,1977,4.320754716981132,2.660377358490566,0.9622641509433962,0.7547169811320755,0.03773584905660377,0.468,0.468,0.468,,0.815
Henry Ward,1977,3.074074074074074,0.2222222222222222,1.2222222222222223,0.2222222222222222,0.18518518518518517,0.378,0.378,0.378,,0.882
Richard Washington,1977,13.036585365853659,1.0365853658536586,8.512195121951219,0.7682926829268293,1.0975609756097562,0.431,0.431,0.431,,0.697
Marvin Webster,1977,6.7375,0.775,6.05,0.2875,1.475,0.495,0.495,0.495,,0.65
Bob Wilkerson,1977,6.743589743589744,2.1923076923076925,3.3076923076923075,0.9230769230769231,0.10256410256410256,0.386,0.386,0.386,,0.689
Chuck Williams,1977,3.4461538461538463,2.0307692307692307,1.5538461538461539,0.49230769230769234,0.046153846153846156,0.371,0.371,0.371,,0.782
Chuckie Williams,1977,1.6818181818181819,0.3181818181818182,0.18181818181818182,0.045454545454545456,0.0,0.298,0.298,0.298,,0.75
John Williamson,1977,20.76388888888889,2.7916666666666665,2.6805555555555554,1.4861111111111112,0.18055555555555555,0.459,0.459,0.459,,0.787
Willie Wise,1977,8.213333333333333,1.8933333333333333,3.3733333333333335,0.8,0.24,0.462,0.462,0.462,,0.651
Larry Wright,1977,7.846153846153846,2.9743589743589745,1.2564102564102564,0.7051282051282052,0.0641025641025641,0.44,0.44,0.44,,0.765
Tate Armstrong,1978,4.303030303030303,1.121212121212121,1.0303030303030303,0.3484848484848485,0.0,0.468,0.468,0.468,,0.815
Greg Ballard,1978,4.894736842105263,0.8157894736842105,3.5,0.39473684210526316,0.17105263157894737,0.425,0.425,0.425,,0.772
Kent Benson,1978,7.7101449275362315,1.434782608695652,4.27536231884058,1.0,0.782608695652174,0.465,0.465,0.465,,0.652
Otis Birdsong,1978,15.835616438356164,2.3835616438356166,2.3972602739726026,1.0136986301369864,0.1643835616438356,0.492,0.492,0.492,,0.697
Phil Bond,1978,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.333,0.333,0.333,,
Jim Bostic,1978,6.5,0.75,4.0,0.0,0.0,0.545,0.545,0.545,,0.4
Alonzo Bradley,1978,7.046511627906977,1.255813953488372,2.302325581395349,0.37209302325581395,0.13953488372093023,0.428,0.428,0.428,,0.729
Mike Bratz,1978,4.675,1.5375,1.4375,0.4875,0.0625,0.403,0.403,0.403,,0.824
Wayman Britt,1978,1.2857142857142858,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.3,0.3,0.3,,0.75
Kenny Carr,1978,6.211538461538462,0.5,4.0,0.34615384615384615,0.2692307692307692,0.444,0.444,0.444,,0.647
Bob Carrington,1978,8.833333333333334,1.625,2.4166666666666665,0.9027777777777778,0.3194444444444444,0.43,0.43,0.43,,0.76
Wesley Cox,1978,4.558139534883721,0.27906976744186046,3.3255813953488373,0.4883720930232558,0.23255813953488372,0.399,0.399,0.399,,0.58
Charlie Criss,1978,11.35064935064935,3.8181818181818183,1.5714285714285714,1.4025974025974026,0.06493506493506493,0.425,0.425,0.425,,0.797
Mark Crow,1978,5.6,0.5333333333333333,1.8,0.3333333333333333,0.06666666666666667,0.438,0.438,0.438,,0.7
Brad Davis,1978,2.484848484848485,2.515151515151515,1.0606060606060606,0.45454545454545453,0.06060606060606061,0.417,0.417,0.417,,0.759
Walter Davis,1978,24.185185185185187,3.3703703703703702,5.9753086419753085,1.3950617283950617,0.24691358024691357,0.526,0.526,0.526,,0.83
Jacky Dorsey,1978,3.090909090909091,0.45454545454545453,2.727272727272727,0.18181818181818182,0.2727272727272727,0.387,0.387,0.387,,0.625
T.R. Dunn,1978,3.761904761904762,0.7142857142857143,2.3333333333333335,0.7301587301587301,0.12698412698412698,0.417,0.417,0.417,,0.661
James Edwards,1978,15.204819277108435,1.0240963855421688,7.409638554216867,0.6385542168674698,0.9397590361445783,0.453,0.453,0.453,,0.646
Bo Ellis,1978,4.333333333333333,0.9358974358974359,3.8974358974358974,0.6282051282051282,0.6025641025641025,0.416,0.416,0.416,,0.692
Al Fleming,1978,2.0,0.35,1.5,0.0,0.25,0.484,0.484,0.484,,0.588
Bayard Forrest,1978,4.234375,2.015625,3.90625,0.359375,0.53125,0.466,0.466,0.466,,0.476
Mike Glenn,1978,7.875,1.3928571428571428,1.4107142857142858,0.625,0.08928571428571429,0.527,0.527,0.527,,0.785
Glen Gondrezick,1978,4.791666666666667,1.1527777777777777,3.4722222222222223,0.7777777777777778,0.25,0.386,0.386,0.386,,0.686
Rickey Green,1978,4.473684210526316,1.9605263157894737,1.5263157894736843,0.7631578947368421,0.013157894736842105,0.381,0.381,0.381,,0.6
Greg Griffin,1978,4.027777777777778,0.6666666666666666,2.861111111111111,0.4444444444444444,0.0,0.361,0.361,0.361,,0.639
Ernie Grunfeld,1978,6.876712328767123,1.9863013698630136,2.6575342465753424,0.7397260273972602,0.2602739726027397,0.443,0.443,0.443,,0.657
Joe Hassett,1978,4.0,0.8541666666666666,0.75,0.4375,0.0,0.444,0.444,0.444,,0.833
Eddie Johnson,1978,10.481012658227849,2.9746835443037973,1.9367088607594938,1.2658227848101267,0.05063291139240506,0.484,0.484,0.484,,0.816
Larry Johnson,1978,1.5,1.75,1.25,1.25,0.5,0.231,0.231,0.231,,0.0
Marques Johnson,1978,19.4625,2.375,10.5875,1.15,1.2875,0.522,0.522,0.522,,0.736
Eddie Jordan,1978,7.684931506849315,2.4246575342465753,1.63013698630137,1.726027397260274,0.2602739726027397,0.4,0.4,0.4,,0.784
Bernard King*,1978,24.164556962025316,2.4430379746835444,9.50632911392405,1.5443037974683544,0.45569620253164556,0.479,0.479,0.479,,0.677
Toby Knight,1978,6.3375,0.475,4.0125,0.625,0.35,0.477,0.477,0.477,,0.649
John Kuester,1978,4.833333333333333,3.230769230769231,1.4615384615384615,0.7435897435897436,0.01282051282051282,0.455,0.455,0.455,,0.829
Tom LaGarde,1978,3.9740259740259742,0.6103896103896104,2.779220779220779,0.22077922077922077,0.22077922077922077,0.405,0.405,0.405,,0.76
Mark Landsberger,1978,5.564516129032258,0.6612903225806451,4.854838709677419,0.3387096774193548,0.0967741935483871,0.506,0.506,0.506,,0.58
Rich Laurel,1978,2.4,0.3,1.0,0.3,0.1,0.323,0.323,0.323,,1.0
Ricky Marsh,1978,4.483333333333333,1.5,1.25,0.48333333333333334,0.31666666666666665,0.426,0.426,0.426,,0.697
Cedric Maxwell,1978,7.333333333333333,0.9444444444444444,5.263888888888889,0.7361111111111112,0.6666666666666666,0.538,0.538,0.538,,0.752
Larry Moffett,1978,0.8,0.35,1.05,0.1,0.1,0.294,0.294,0.294,,0.6
Glenn Mosley,1978,2.1666666666666665,0.3333333333333333,0.8333333333333334,0.0,0.0,0.385,0.385,0.385,,0.429
Norm Nixon,1978,13.666666666666666,6.827160493827161,2.950617283950617,1.7037037037037037,0.08641975308641975,0.497,0.497,0.497,,0.714
Eddie Owens,1978,2.625,0.625,1.25,0.125,0.0,0.429,0.429,0.429,,0.5
Ben Poquette,1978,4.461538461538462,0.38461538461538464,2.7884615384615383,0.19230769230769232,0.4230769230769231,0.422,0.422,0.422,,0.7
Robert Reid,1978,7.3125,1.5125,4.4875,0.8375,0.6375,0.455,0.455,0.455,,0.656
Anthony Roberts,1978,9.451219512195122,1.2804878048780488,4.280487804878049,0.4878048780487805,0.08536585365853659,0.423,0.423,0.423,,0.722
Tony Robertson,1978,5.920634920634921,1.6349206349206349,1.1111111111111112,1.1746031746031746,0.07936507936507936,0.441,0.441,0.441,,0.698
Tree Rollins,1978,7.625,0.9875,6.9,0.7125,2.725,0.487,0.487,0.487,,0.703
Alvin Scott,1978,6.074074074074074,1.0864197530864197,4.407407407407407,0.6419753086419753,0.49382716049382713,0.488,0.488,0.488,,0.691
Steve Sheppard,1978,4.296875,0.671875,2.046875,0.21875,0.046875,0.454,0.454,0.454,,0.661
Jack Sikma,1978,10.682926829268293,1.6341463414634145,8.268292682926829,0.8292682926829268,0.4878048780487805,0.455,0.455,0.455,,0.777
Scott Sims,1978,2.5,1.6666666666666667,1.0833333333333333,0.25,0.0,0.385,0.385,0.385,,0.667
Robert Smith,1978,2.688888888888889,0.8666666666666667,0.8,0.4,0.06666666666666667,0.515,0.515,0.515,,0.875
Phil Walker,1978,4.45,1.35,1.3,0.35,0.125,0.354,0.354,0.354,,0.667
Wilson Washington,1978,6.026315789473684,0.2631578947368421,4.105263157894737,0.47368421052631576,0.9736842105263158,0.485,0.485,0.485,,0.547
Ray Williams,1978,9.333333333333334,4.481481481481482,2.580246913580247,1.3333333333333333,0.18518518518518517,0.443,0.443,0.443,,0.705
Kim Anderson,1979,3.0,0.7142857142857143,2.142857142857143,0.19047619047619047,0.23809523809523808,0.312,0.312,0.312,,0.536
Del Beshore,1979,0.0,0.0,0.0,0.0,0.0,,,,,
Dennis Boyd,1979,1.2,1.4,0.4,0.0,0.0,0.25,0.25,0.25,,
Winford Boynes,1979,9.347826086956522,1.0869565217391304,2.246376811594203,0.6231884057971014,0.10144927536231885,0.43,0.43,0.43,,0.787
Ron Brewer,1979,13.308641975308642,2.037037037037037,2.8271604938271606,1.2592592592592593,0.9753086419753086,0.494,0.494,0.494,,0.82
Greg Bunch,1979,2.3333333333333335,0.3333333333333333,1.4166666666666667,0.25,0.25,0.346,0.346,0.346,,0.833
Marty Byrnes,1979,6.075949367088608,1.3164556962025316,2.4177215189873418,0.34177215189873417,0.12658227848101267,0.481,0.481,0.481,,0.688
Ron Carter,1979,3.130434782608696,0.5434782608695652,0.9782608695652174,0.3695652173913043,0.15217391304347827,0.435,0.435,0.435,,0.667
Maurice Cheeks,1979,8.353658536585366,5.2560975609756095,3.097560975609756,2.1219512195121952,0.14634146341463414,0.51,0.51,0.51,,0.721
Michael Cooper,1979,2.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,,
Wayne Cooper,1979,4.569230769230769,0.3230769230769231,4.3076923076923075,0.1076923076923077,0.676923076923077,0.437,0.437,0.437,,0.672
Dave Corzine,1979,2.9661016949152543,0.8305084745762712,2.4915254237288136,0.1694915254237288,0.23728813559322035,0.534,0.534,0.534,,0.778
Geoff Crompton,1979,1.3,0.25,1.15,0.0,0.15,0.385,0.385,0.385,,0.5
Harry Davis,1979,4.05,0.4,1.65,0.325,0.2,0.431,0.431,0.431,,0.698
Bob Elliott,1979,8.785714285714286,1.5714285714285714,4.0,0.42857142857142855,0.2857142857142857,0.562,0.562,0.562,,0.732
Ray Epps,1979,2.0,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.0,0.435,0.435,0.435,,0.75
Phil Ford,1979,15.949367088607595,8.620253164556962,2.3037974683544302,2.2025316455696204,0.0759493670886076,0.465,0.465,0.465,,0.813
Jack Givens,1979,7.702702702702703,1.1216216216216217,2.891891891891892,0.972972972972973,0.22972972972972974,0.415,0.415,0.415,,0.756
Tommie Green,1979,3.9322033898305087,2.3728813559322033,1.152542372881356,1.0338983050847457,0.1016949152542373,0.388,0.388,0.388,,0.762
Lars Hansen,1979,5.066666666666666,0.9333333333333333,3.933333333333333,0.06666666666666667,0.06666666666666667,0.509,0.509,0.509,,0.581
James Hardy,1979,6.661764705882353,0.9558823529411765,4.5588235294117645,0.7647058823529411,0.8970588235294118,0.46,0.46,0.46,,0.693
Keith Herron,1979,2.857142857142857,0.21428571428571427,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.292,0.292,0.292,,0.923
Kenny Higgs,1979,4.985294117647059,2.073529411764706,1.5,0.9705882352941176,0.16176470588235295,0.455,0.455,0.455,,0.766
Essie Hollis,1979,2.76,0.24,1.8,0.44,0.04,0.4,0.4,0.4,,0.75
Otis Howard,1979,4.214285714285714,0.35714285714285715,2.9285714285714284,0.14285714285714285,0.14285714285714285,0.429,0.429,0.429,,0.478
Clemon Johnson,1979,3.2432432432432434,1.054054054054054,3.054054054054054,0.3108108108108108,0.4864864864864865,0.47,0.47,0.47,,0.486
Jeff Judkins,1979,8.753086419753087,1.7901234567901234,2.3580246913580245,1.0,0.14814814814814814,0.503,0.503,0.503,,0.815
Joel Kramer,1979,5.939024390243903,1.1219512195121952,4.109756097560975,0.5487804878048781,0.2804878048780488,0.489,0.489,0.489,,0.71
Butch Lee,1979,9.207317073170731,3.597560975609756,1.5365853658536586,1.048780487804878,0.012195121951219513,0.457,0.457,0.457,,0.761
John Long,1979,16.085365853658537,1.475609756097561,3.2439024390243905,1.2439024390243902,0.23170731707317074,0.469,0.469,0.469,,0.826
Billy McKinney,1979,7.8076923076923075,3.2435897435897436,1.0897435897435896,0.7435897435897436,0.038461538461538464,0.503,0.503,0.503,,0.796
Mike Mitchell,1979,10.6875,0.75,4.1125,0.6375,0.3625,0.513,0.513,0.513,,0.736
John Olive,1979,1.2941176470588236,0.08823529411764706,0.5588235294117647,0.11764705882352941,0.0,0.325,0.325,0.325,,0.783
Roger Phegley,1979,2.7586206896551726,0.5172413793103449,0.7586206896551724,0.1724137931034483,0.06896551724137931,0.359,0.359,0.359,,0.828
Stan Pietkiewicz,1979,1.0,0.75,1.5,0.25,0.0,0.125,0.125,0.125,,1.0
Wayne Radford,1979,3.8846153846153846,1.0961538461538463,1.3076923076923077,0.5769230769230769,0.019230769230769232,0.474,0.474,0.474,,0.8
Marlon Redmond,1979,6.735849056603773,1.0943396226415094,2.056603773584906,0.5283018867924528,0.3018867924528302,0.421,0.421,0.421,,0.62
Micheal Ray,1979,6.513888888888889,2.9583333333333335,3.236111111111111,1.3888888888888888,0.25,0.414,0.414,0.414,,0.539
Rick Robey,1979,10.354430379746836,1.6708860759493671,6.493670886075949,0.6075949367088608,0.189873417721519,0.478,0.478,0.478,,0.777
Jackie Robinson,1979,3.8333333333333335,1.0833333333333333,1.5833333333333333,0.4166666666666667,0.08333333333333333,0.463,0.463,0.463,,0.533
John Rudd,1979,3.1724137931034484,0.603448275862069,2.8793103448275863,0.29310344827586204,0.13793103448275862,0.444,0.444,0.444,,0.71
Frankie Sanders,1979,5.739130434782608,1.1304347826086956,2.391304347826087,0.45652173913043476,0.13043478260869565,0.427,0.427,0.427,,0.794
Purvis Short,1979,10.6,1.2933333333333332,4.626666666666667,0.72,0.16,0.479,0.479,0.479,,0.671
Sam Smith,1979,3.5,1.0,0.5625,0.5,0.4375,0.404,0.404,0.404,,0.75
Reggie Theus,1979,16.317073170731707,5.2317073170731705,2.7804878048780486,1.1341463414634145,0.21951219512195122,0.48,0.48,0.48,,0.761
Mychal Thompson,1979,14.712328767123287,2.410958904109589,8.273972602739725,0.9178082191780822,1.8356164383561644,0.49,0.49,0.49,,0.572
Raymond Townsend,1979,4.676923076923077,1.4,0.8461538461538461,0.4153846153846154,0.09230769230769231,0.439,0.439,0.439,,0.735
Terry Tyler,1979,12.878048780487806,1.0853658536585367,7.902439024390244,1.2682926829268293,2.451219512195122,0.482,0.482,0.482,,0.658
Andre Wakefield,1979,2.356164383561644,0.958904109589041,1.0410958904109588,0.2602739726027397,0.0273972602739726,0.35,0.35,0.35,,0.696
Jerome Whitehead,1979,1.2258064516129032,0.22580645161290322,1.6129032258064515,0.0967741935483871,0.12903225806451613,0.441,0.441,0.441,,0.444
Freeman Williams,1979,10.36111111111111,1.1527777777777777,1.3611111111111112,0.5833333333333334,0.027777777777777776,0.49,0.49,0.49,,0.776
Rick Wilson,1979,3.0491803278688523,1.180327868852459,1.2459016393442623,0.4918032786885246,0.13114754098360656,0.411,0.411,0.411,,0.545
James Bailey,1980,4.656716417910448,0.417910447761194,2.9402985074626864,0.31343283582089554,0.8059701492537313,0.45,0.45,0.45,,0.673
Billy Ray,1980,11.25,1.9375,1.8125,0.875,0.125,0.493,0.521,0.504,0.421,0.718
Larry Bird*,1980,21.28048780487805,4.512195121951219,10.390243902439025,1.7439024390243902,0.6463414634146342,0.474,0.494,0.481,0.406,0.836
Lawrence Boston,1980,4.3076923076923075,0.15384615384615385,3.0,0.3076923076923077,0.15384615384615385,0.462,0.462,0.462,,0.615
Dudley Bradley,1980,8.390243902439025,3.073170731707317,2.7195121951219514,2.573170731707317,0.5853658536585366,0.452,0.453,0.452,0.4,0.782
Bill Cartwright,1980,21.71951219512195,2.0121951219512195,8.853658536585366,0.5853658536585366,1.2317073170731707,0.547,0.547,0.547,,0.797
Jeff Cook,1980,5.484848484848484,1.2727272727272727,3.6515151515151514,0.42424242424242425,0.2727272727272727,0.469,0.469,0.474,0.0,0.806
Hollis Copeland,1980,5.693333333333333,1.0666666666666667,2.08,0.8133333333333334,0.3333333333333333,0.495,0.495,0.497,0.0,0.733
John Coughran,1980,2.8333333333333335,0.5,0.7916666666666666,0.2916666666666667,0.041666666666666664,0.358,0.37,0.375,0.222,0.571
Terry Crosby,1980,1.5,1.75,0.25,0.0,0.0,0.5,0.5,0.5,,1.0
Pat Cummings,1980,6.591549295774648,0.7464788732394366,3.352112676056338,0.30985915492957744,0.23943661971830985,0.505,0.505,0.505,,0.764
